GDX_Close,GDX_High,SF_Low,SF_Price,EG_low,EG_open,PLT_Price,PLT_High,Adj Close
26.379999,27.190001,42551,42814,33.549999,34.349998,1454.5,1486.55,131.070007
28.02,28.18,40749,43263,33.299999,33.400002,1482.5,1495.1,135.119995
27.32,27.77,42420,43170,34.450001,35.099998,1461.75,1485.4,132.880005
27.67,28.66,43021,43226,35.150002,35.75,1462.85,1492.8,131.940002
27.870001,28.280001,42733,43571,35.799999,37.049999,1460.3,1471.35,134.610001
27.5,28.190001,43050,43473,35.75,35.849998,1453.45,1465.35,133.759995
27.219999,28.030001,42960,43262,35.599998,36.450001,1455.75,1470.7,133.490005
28.5,28.5,43126,43707,35.849998,36.049999,1457.3,1467.8,134.830002
30.059999,30.1,43526,44421,38.400002,38.450001,1481.1,1484.1,136.699997
29.5,29.85,43350,43616,38.950001,39.900002,1456.75,1483.25,133.919998
30.360001,30.58,43616,44414,40.0,40.900002,1492.9,1505.3,136.509995
29.84,29.969999,43500,43763,39.700001,40.299999,1490.15,1496.1,135.229996
29.93,30.360001,43770,44228,39.799999,40.450001,1509.95,1513.65,135.520004
30.299999,30.49,43786,44508,40.049999,40.5,1525.95,1534.25,136.529999
28.99,29.639999,42933,43025,38.849998,40.099998,1500.15,1539.15,133.279999
29.09,29.41,42682,44162,38.75,39.150002,1505.05,1509.05,133.940002
28.129999,28.709999,43307,43611,36.75,37.799999,1480.2,1510.9,133.25
28.35,28.85,43165,43546,36.650002,36.75,1478.45,1490.45,134.25
28.629999,28.66,43180,43235,36.150002,36.299999,1461.7,1480.3,133.740005
28.120001,28.82,43020,43788,36.450001,37.450001,1445.15,1462.75,134.429993
28.190001,28.4,43336,43597,36.299999,36.599998,1434.65,1454.0,133.770004
27.379999,28.129999,43620,44041,35.0,36.299999,1440.15,1445.8,132.130005
26.51,27.700001,43675,43954,33.700001,35.5,1408.85,1443.6,130.589996
24.549999,25.440001,41186,41305,30.049999,31.9,1336.7,1419.1,123.599998
24.9,25.01,40716,41497,30.299999,31.1,1375.0,1378.8,125.050003
23.75,24.41,40570,40834,29.65,30.75,1339.25,1382.15,123.93
23.66,24.049999,40360,40663,29.049999,29.9,1349.75,1361.55,123.470001
24.889999,25.200001,39690,40067,30.65,31.4,1372.4,1387.75,121.129997
23.75,24.780001,39750,39883,29.25,31.200001,1371.35,1388.55,120.050003
24.18,24.33,40120,40989,29.950001,30.0,1353.8,1372.6,120.739998
23.42,23.43,39365,39402,29.15,29.65,1327.8,1348.7,118.089996
22.9,23.709999,39960,40388,29.549999,30.35,1356.0,1364.3,119.510002
23.219999,23.66,40118,40168,29.950001,30.049999,1368.3,1381.0,120.620003
23.190001,23.629999,39930,40174,29.549999,30.799999,1397.35,1398.3,120.949997
24.969999,24.98,40300,41697,31.85,31.85,1411.9,1413.1,124.239998
24.370001,24.719999,41090,41316,31.950001,33.349998,1408.0,1417.75,124.129997
24.290001,24.58,40871,40950,32.150002,32.5,1419.45,1426.8,124.18
25.65,25.67,40674,41020,32.599998,32.650002,1424.6,1433.9,124.889999
24.879999,25.99,39931,40154,33.849998,34.900002,1411.15,1434.4,123.32
24.780001,25.27,40050,40473,33.299999,34.099998,1416.0,1419.7,124.010002
25.860001,25.889999,40143,40332,33.900002,34.049999,1430.45,1435.85,125.110001
27.440001,27.76,40449,42234,36.950001,37.450001,1448.6,1455.65,128.839996
28.35,28.35,41711,41854,38.200001,39.150002,1447.75,1453.65,129.71000700000002
26.950001,28.200001,41281,41346,37.450001,40.700001,1443.55,1464.3,127.480003
27.209999,27.700001,40661,41438,38.25,38.25,1450.45,1453.15,128.669998
27.58,27.6,40502,40763,38.75,38.950001,1430.95,1451.55,128.779999
27.23,27.719999,40726,41146,40.0,40.450001,1438.8,1448.5,128.470001
27.059999,27.379999,40651,41663,39.700001,41.0,1438.4,1446.55,128.119995
26.17,27.15,41200,41407,37.5,39.75,1438.9,1445.7,126.610001
25.59,26.530001,40661,42034,36.650002,37.349998,1449.3,1453.8,126.360001
25.43,26.040001,41454,41760,36.450001,36.950001,1450.9,1458.3,125.699997
24.030001,25.02,41460,41533,34.950001,35.950001,1427.7,1451.45,123.970001
23.940001,24.49,40765,41517,34.450001,34.700001,1435.65,1441.95,124.150002
26.0,26.09,41505,42235,35.650002,36.0,1491.05,1496.75,126.860001
26.469999,26.98,42066,42576,38.0,38.799999,1503.2,1505.2,126.860001
28.01,28.200001,42820,45861,41.25,41.5,1494.9,1510.95,129.130005
27.190001,28.040001,45267,46268,40.700001,42.099998,1493.85,1514.65,127.739998
28.700001,28.76,45815,46573,41.450001,41.650002,1512.25,1514.15,129.0
29.790001,30.940001,46673,50887,44.099998,46.799999,1527.1,1534.35,132.580002
29.23,30.01,50250,51215,44.049999,45.599998,1512.0,1529.35,132.009995
30.33,30.52,49167,50459,44.200001,44.349998,1520.9,1526.5,132.449997
28.93,30.030001,50005,51446,43.900002,45.349998,1508.5,1525.45,132.070007
29.370001,29.889999,50975,51195,44.200001,45.400002,1541.45,1546.4,132.809998
30.139999,30.41,50980,53469,45.049999,45.099998,1540.9,1548.25,134.899994
30.41,30.879999,53515,53787,45.75,46.5,1551.85,1555.95,135.449997
29.1,31.35,53850,57290,44.049999,47.5,1535.5,1555.45,136.75
28.299999,29.959999,55410,55776,42.400002,44.700001,1538.95,1546.5,136.71000700000002
28.540001,28.92,54270,55542,41.349998,42.299999,1515.1,1539.1,135.869995
28.129999,28.66,53411,53864,41.900002,42.450001,1523.45,1528.9,134.619995
28.4,28.91,54890,57308,43.450001,44.150002,1536.3,1540.6,136.419998
28.58,28.58,52800,53141,42.75,43.0,1499.15,1539.75,134.660004
27.530001,28.41,52195,53227,41.25,43.799999,1485.15,1502.8,132.199997
28.01,28.290001,53351,54817,41.400002,42.400002,1495.5,1505.75,134.149994
27.65,28.18,53937,54117,40.150002,42.349998,1486.8,1499.2,133.910004
26.57,27.129999,51759,52235,37.700001,39.5,1476.2,1487.9,131.740005
26.790001,26.83,51824,52439,36.549999,37.849998,1474.6,1487.25,131.699997
25.290001,26.0,50337,50495,34.799999,36.0,1445.2,1476.35,127.669998
25.629999,25.73,49160,49410,34.299999,34.650002,1453.75,1454.25,127.82
25.389999,26.030001,48866,49832,34.950001,35.75,1438.0,1462.8,126.449997
25.93,25.93,49281,49401,35.349998,35.75,1424.0,1447.85,126.5
28.25,28.639999,48488,49577,35.150002,35.900002,1469.75,1470.95,132.009995
27.360001,28.51,49956,51750,37.099998,39.700001,1461.7,1481.55,131.75
25.76,26.92,49170,49306,34.150002,36.799999,1431.15,1463.8,127.959999
25.17,26.07,48432,49393,33.549999,34.450001,1427.25,1437.45,127.550003
25.08,25.34,48460,49152,32.849998,33.5,1428.2,1432.7,127.660004
25.52,26.0,48650,49171,33.5,33.75,1429.95,1437.75,128.78999299999998
25.110001,25.780001,48322,48639,32.900002,34.0,1415.05,1437.7,127.790001
25.17,25.67,48191,49680,33.25,33.799999,1422.75,1424.8,128.970001
25.02,25.370001,48652,49148,32.900002,32.950001,1405.05,1427.75,128.179993
24.41,24.65,46866,47902,32.5,32.849998,1386.25,1414.15,124.589996
24.26,24.799999,47870,48653,32.0,32.549999,1377.65,1394.8,127.18
24.190001,24.450001,47788,48197,31.6,32.150002,1390.05,1390.9,126.529999
24.59,24.629999,48350,49630,31.85,32.150002,1399.7,1404.6,127.639999
23.82,24.639999,49261,49952,30.35,32.349998,1402.9,1411.25,127.400002
23.92,24.16,48578,49009,29.299999,30.25,1387.8,1405.3,126.110001
23.559999,24.1,48165,48264,29.9,30.549999,1386.0,1399.4,124.269997
23.049999,23.370001,46700,46891,28.950001,29.75,1373.1,1391.55,122.599998
23.110001,23.34,46654,47374,28.5,29.450001,1379.5,1391.6,122.830002
23.76,23.780001,45951,47281,28.200001,28.9,1380.1,1388.4,123.730003
23.280001,23.68,46910,47372,28.25,29.049999,1402.05,1403.7,123.540001
24.5,24.969999,46762,48126,29.35,29.700001,1431.55,1438.85,127.419998
24.379999,24.77,47606,48195,30.450001,31.0,1439.0,1444.9,126.849998
24.93,24.969999,48255,49178,30.65,30.700001,1435.9,1446.15,126.980003
26.02,26.120001,48550,49884,32.25,32.25,1450.7,1452.7,129.339996
25.18,26.0,49656,49760,32.150002,32.450001,1436.85,1450.8,128.690002
26.129999,26.27,49719,50107,33.299999,33.299999,1449.7,1457.05,129.899994
26.32,26.450001,49151,49709,33.650002,34.25,1454.1,1457.75,130.46000700000002
26.540001,26.91,49432,49561,34.349998,34.900002,1468.7,1474.15,130.559998
25.780001,26.48,49060,49445,34.349998,35.75,1459.45,1473.45,129.770004
26.23,26.43,49334,50028,34.049999,35.299999,1465.0,1481.35,129.600006
24.08,24.719999,48200,48675,32.599998,33.200001,1455.2,1458.85,126.949997
24.809999,24.860001,48120,48257,33.0,33.150002,1455.3,1458.3,126.809998
24.49,24.700001,47732,48159,32.900002,33.75,1452.55,1459.55,126.559998
24.790001,24.9,48002,48649,33.650002,33.700001,1465.0,1469.75,127.199997
24.139999,24.9,47901,48440,32.450001,33.650002,1456.8,1473.35,126.160004
24.280001,24.299999,48004,48144,31.0,31.950001,1445.4,1461.2,124.279999
24.299999,24.34,48137,48373,31.15,32.099998,1433.9,1446.1,123.870003
23.780001,24.32,47659,47750,32.299999,33.25,1432.15,1444.35,122.449997
23.91,24.08,46547,46677,32.200001,32.900002,1439.6,1441.65,122.849998
24.549999,24.59,46780,46961,32.75,32.900002,1448.7,1457.65,124.269997
24.129999,24.700001,46655,46741,32.549999,33.349998,1441.1,1457.4,124.32
23.67,24.120001,45265,45335,31.5,32.700001,1412.8,1441.65,122.900002
23.690001,23.879999,45060,45440,31.4,31.65,1418.1,1425.35,122.949997
22.85,23.629999,44900,44999,30.049999,31.4,1394.7,1417.6,120.120003
22.530001,22.67,44551,45137,29.450001,30.200001,1390.95,1401.65,119.940002
22.25,22.85,44455,44547,29.5,30.15,1384.6,1398.25,119.919998
22.200001,22.41,43925,44500,28.450001,29.049999,1390.95,1390.95,120.459999
21.66,22.110001,44361,44460,28.75,29.6,1376.95,1391.6,119.82
21.809999,21.98,44086,44179,29.0,29.4,1354.7,1385.2,119.459999
22.280001,22.4,43986,44274,29.950001,30.1,1362.8,1375.15,120.699997
20.9,21.879999,42856,43012,28.15,29.65,1347.0,1369.85,117.580002
20.57,21.030001,42600,42843,27.4,28.15,1358.8,1358.8,117.959999
21.219999,21.41,42418,43831,27.25,27.950001,1364.5,1378.1,119.959999
20.67,21.040001,42700,43146,27.4,27.75,1361.1,1368.55,118.300003
20.66,21.139999,43584,44052,27.700001,28.0,1356.15,1367.1,118.550003
21.209999,21.209999,43737,44160,28.25,28.25,1369.5,1378.85,119.720001
22.030001,22.190001,44398,45450,29.5,29.65,1387.85,1399.1,121.82
21.190001,22.01,45251,45730,28.35,29.799999,1383.6,1391.4,120.860001
21.01,21.049999,44370,44468,27.35,27.75,1364.15,1387.5,118.290001
21.110001,21.440001,44051,44776,28.049999,28.35,1362.5,1370.15,119.379997
22.030001,22.09,44000,45348,29.1,29.25,1402.3,1409.25,118.0
21.83,22.219999,45064,45475,29.299999,30.15,1412.45,1417.95,119.290001
21.93,22.24,45033,45370,29.25,29.700001,1415.6,1423.65,119.5
21.969999,21.99,44350,44526,28.6,28.9,1413.65,1420.9,118.82
21.610001,21.799999,43600,43869,28.75,29.15,1416.65,1419.8,118.120003
21.27,21.59,43680,44124,28.75,29.4,1418.9,1427.45,118.459999
22.01,22.059999,43950,44824,29.049999,29.25,1437.35,1437.75,120.260002
22.65,22.67,44350,45118,29.799999,30.25,1446.55,1446.85,121.019997
22.1,22.790001,44652,44941,30.200001,31.049999,1429.65,1447.6,119.889999
22.389999,22.42,44314,44785,29.65,29.950001,1430.2,1431.9,119.660004
22.620001,22.700001,44402,44545,31.0,31.049999,1432.2,1435.6,119.790001
23.33,23.379999,44380,45136,32.299999,32.400002,1454.85,1457.25,120.93
23.700001,23.809999,44140,44480,32.5,33.150002,1455.55,1467.7,119.699997
23.09,23.549999,44200,44338,32.549999,33.200001,1459.9,1465.55,119.190002
23.719999,24.0,44112,44910,32.75,33.549999,1460.65,1470.45,121.790001
23.67,24.190001,44622,44691,32.049999,33.400002,1430.15,1462.15,122.290001
22.889999,23.59,44810,45214,31.35,32.849998,1418.3,1439.7,120.959999
23.4,23.51,44127,44169,31.0,31.450001,1411.3,1424.7,120.949997
24.01,24.049999,43844,44405,32.0,32.5,1416.1,1421.3,122.470001
23.49,23.620001,43080,43220,31.75,32.099998,1385.3,1416.15,119.769997
23.299999,24.0,42928,43858,31.4,32.299999,1387.1,1397.8,121.32
23.59,23.6,43405,43557,31.35,31.4,1375.65,1387.15,120.989998
23.209999,23.82,43772,44392,30.85,32.400002,1383.45,1395.1,121.290001
23.190001,23.469999,44280,44413,30.25,31.0,1376.75,1385.65,121.239998
23.91,23.940001,44160,44369,30.75,30.950001,1384.3,1392.15,122.169998
24.700001,24.780001,44487,44670,32.450001,32.650002,1386.0,1394.55,122.919998
25.65,25.76,44411,44700,33.950001,34.049999,1387.35,1394.4,124.360001
24.77,25.65,44523,44839,33.25,35.150002,1404.95,1408.75,124.43
25.870001,25.889999,44618,44922,33.299999,33.400002,1414.45,1418.3,125.489998
26.35,26.68,44999,46613,35.25,36.099998,1427.9,1431.2,127.150002
26.459999,26.6,46932,48023,35.549999,36.150002,1422.5,1432.55,127.400002
25.629999,26.559999,47381,47787,35.150002,36.349998,1415.2,1429.65,126.269997
26.67,26.76,47151,47486,35.099998,35.25,1416.8,1419.4,127.599998
26.530001,26.85,47250,47467,35.349998,36.349998,1428.8,1430.8,127.580002
26.700001,26.959999,47162,47985,34.799999,36.0,1435.05,1443.45,128.990005
26.33,26.799999,47362,47817,34.650002,34.849998,1439.55,1444.85,129.21000700000002
26.049999,26.299999,46202,46642,33.950001,34.950001,1429.5,1441.35,128.110001
25.969999,26.469999,46289,46505,33.450001,34.299999,1451.85,1455.35,128.199997
26.299999,26.74,46362,47186,34.0,34.849998,1458.55,1464.3,130.28999299999998
26.1,26.280001,46278,46557,33.599998,33.900002,1458.55,1467.6,128.679993
26.5,26.52,46136,46583,33.900002,34.25,1474.8,1488.95,128.889999
26.790001,26.870001,46436,47194,34.700001,35.099998,1484.3,1488.4,130.169998
26.18,26.379999,45835,46205,34.150002,34.450001,1483.55,1488.25,129.089996
25.969999,26.27,45570,45973,34.0,34.25,1478.75,1482.15,129.130005
26.129999,26.33,45522,45897,34.150002,34.75,1467.7,1485.6,129.860001
26.92,26.940001,45921,46771,34.700001,34.849998,1476.1,1481.6,131.759995
27.629999,27.639999,46411,46734,35.349998,35.549999,1479.15,1483.25,132.21000700000002
27.73,28.030001,46723,47084,36.099998,37.150002,1470.6,1486.9,133.100006
26.799999,27.620001,46583,46741,34.349998,36.650002,1469.15,1483.1,131.639999
26.43,26.870001,45555,45840,33.75,33.75,1459.4,1470.15,130.619995
25.440001,26.33,45227,45673,31.549999,33.799999,1449.8,1468.35,128.089996
25.469999,25.790001,44720,44992,31.299999,31.549999,1436.6,1453.9,127.860001
25.52,25.940001,44600,44651,30.9,32.099998,1436.3,1448.45,128.470001
24.33,25.219999,43900,43949,29.9,30.9,1434.8,1445.25,126.18
24.48,24.75,43451,43508,29.75,30.299999,1423.35,1438.4,126.410004
23.49,24.620001,42870,43046,28.75,30.0,1415.2,1429.05,125.410004
23.82,23.889999,42559,42891,28.1,28.799999,1403.8,1416.45,124.589996
24.1,24.35,42411,42759,28.200001,28.75,1411.15,1411.8,124.559998
23.610001,24.17,42701,42805,27.85,29.1,1417.45,1426.3,123.610001
23.690001,23.879999,42551,42588,28.049999,28.15,1425.55,1436.9,123.389999
24.32,24.49,42528,43135,28.950001,29.049999,1437.85,1438.95,124.32
24.07,24.129999,42722,43021,28.5,28.799999,1440.0,1446.7,123.919998
24.26,24.66,42925,42969,29.75,29.9,1449.05,1451.15,125.57
24.26,24.639999,42770,43080,29.4,29.700001,1429.25,1450.75,124.910004
24.879999,24.93,43165,43198,29.549999,30.200001,1441.75,1444.2,126.089996
25.07,25.34,42301,42675,29.35,29.799999,1443.9,1447.25,126.32
24.57,25.299999,42817,43486,29.299999,30.25,1454.8,1461.9,127.010002
24.219999,24.799999,43016,43177,29.15,29.35,1458.95,1464.6,126.93
24.52,24.83,42803,43229,29.6,29.9,1466.85,1471.5,127.849998
24.02,24.07,41526,42289,28.450001,29.15,1442.3,1467.4,125.489998
23.799999,24.08,41761,42416,28.5,29.0,1440.5,1446.25,125.540001
23.57,23.959999,42166,42377,28.65,28.65,1415.15,1442.2,124.75
23.51,23.74,41760,42027,27.85,28.75,1405.05,1418.05,124.239998
23.790001,23.82,41943,42236,28.25,28.450001,1403.8,1413.4,123.779999
24.27,24.469999,42335,42482,28.950001,29.65,1406.45,1407.45,123.760002
24.459999,24.48,42381,42607,29.200001,29.4,1424.15,1429.7,125.43
23.99,24.34,42301,42468,29.450001,29.700001,1419.35,1431.95,124.879997
24.309999,24.450001,41810,41962,29.6,29.6,1429.5,1436.7,124.860001
23.790001,24.01,40514,40906,29.700001,30.15,1425.25,1428.7,123.800003
24.32,24.389999,40900,42083,29.799999,30.1,1439.55,1444.9,125.059998
24.41,24.67,41835,41961,31.0,31.6,1451.9,1454.65,126.220001
24.280001,24.440001,42489,42571,30.85,31.35,1454.05,1459.45,125.980003
23.809999,24.209999,41870,41928,29.65,30.85,1439.05,1458.65,124.169998
23.77,23.99,41537,41587,29.75,29.9,1438.4,1443.45,124.169998
23.73,23.950001,41318,41453,29.6,30.0,1431.15,1438.3,124.099998
23.93,24.120001,41393,42086,29.799999,30.35,1438.1,1445.35,124.940002
23.75,24.1,41750,41884,29.299999,29.9,1453.4,1461.0,124.599998
24.01,24.129999,42149,42348,29.6,29.75,1480.8,1487.35,125.809998
23.620001,23.940001,41575,41717,29.35,29.9,1471.85,1481.25,124.769997
23.42,23.58,40854,40894,28.950001,29.6,1466.4,1475.1,124.5
23.41,23.65,40780,40866,28.9,29.299999,1473.25,1485.9,124.580002
23.389999,23.52,40715,41030,28.9,28.950001,1470.75,1479.4,124.690002
23.450001,23.49,40818,40896,28.799999,29.15,1474.7,1484.25,124.389999
23.389999,23.639999,40833,40976,29.5,29.700001,1489.25,1496.95,124.669998
23.309999,23.5,40575,40797,29.5,29.799999,1475.1,1490.55,124.510002
22.41,23.02,40212,40365,28.4,29.25,1465.85,1481.25,121.849998
22.040001,22.42,40000,40202,28.15,28.35,1458.95,1467.5,121.199997
22.24,22.459999,39604,40019,28.200001,28.25,1462.45,1463.75,120.940002
22.5,22.5,39517,39586,27.9,28.549999,1453.55,1469.35,120.43
22.290001,22.540001,39465,39626,28.25,28.450001,1436.45,1452.75,119.699997
22.370001,22.42,39633,39773,28.5,28.75,1431.35,1443.15,120.010002
22.280001,22.43,39708,39827,28.549999,28.9,1439.5,1441.3,119.760002
22.65,22.790001,39615,40282,28.950001,29.049999,1443.05,1449.0,120.660004
22.639999,22.68,39828,39997,29.0,29.15,1454.25,1457.7,120.610001
22.549999,22.780001,39980,40297,29.9,30.15,1453.0,1458.9,120.650002
23.030001,23.040001,40113,40506,30.1,30.25,1475.75,1484.8,121.389999
23.41,23.41,40475,40606,30.549999,30.950001,1478.95,1488.35,121.410004
24.030001,24.040001,40486,41251,31.5,31.6,1454.05,1481.5,122.639999
24.110001,24.120001,41305,41875,31.15,32.150002,1435.25,1457.2,122.959999
23.98,24.27,41999,42204,31.6,32.200001,1438.85,1445.5,122.419998
24.120001,24.16,41766,42374,31.299999,31.4,1440.0,1444.7,122.279999
24.76,24.780001,42128,42398,31.549999,31.700001,1454.5,1463.9,122.669998
26.09,26.1,42350,44311,33.200001,33.299999,1469.05,1475.3,126.940002
25.82,26.059999,43981,44570,35.049999,35.349998,1458.4,1471.05,126.5
26.27,26.309999,44240,44445,35.150002,35.450001,1454.1,1459.3,126.849998
25.469999,26.530001,44216,44494,34.650002,36.450001,1471.55,1476.45,126.980003
25.76,25.969999,44114,44653,34.549999,34.700001,1469.8,1478.05,126.989998
25.950001,25.99,44173,44636,34.900002,34.950001,1470.85,1472.85,126.730003
25.98,26.15,44422,44529,36.0,36.049999,1480.4,1487.7,126.660004
26.450001,26.530001,43922,44114,36.799999,37.400002,1486.9,1491.55,128.03999299999998
26.24,26.65,44236,44298,37.299999,38.349998,1505.15,1515.7,127.699997
26.48,26.690001,44000,44715,37.450001,37.5,1507.7,1522.95,127.699997
26.5,26.5,44121,44291,37.200001,37.450001,1500.05,1511.0,127.160004
26.040001,26.27,44576,44780,36.75,37.450001,1498.2,1507.45,127.019997
26.459999,26.469999,44661,44823,36.549999,37.150002,1502.3,1509.3,127.07
27.15,27.24,44735,44787,37.650002,37.799999,1510.0,1513.65,127.839996
26.610001,27.780001,44840,46242,37.700001,40.099998,1516.2,1523.65,128.53999299999998
27.32,27.379999,45921,46068,37.700001,38.200001,1515.65,1517.55,128.779999
26.6,26.93,44885,44912,36.849998,37.349998,1499.55,1515.7,125.720001
25.780001,26.889999,44601,44854,35.650002,37.349998,1488.05,1503.1,124.529999
26.280001,26.469999,44371,44577,35.849998,36.049999,1487.95,1491.85,124.970001
26.99,27.059999,44642,45579,36.549999,36.799999,1505.45,1509.25,127.089996
26.940001,26.969999,44761,44931,37.0,37.150002,1492.7,1506.6,126.129997
26.9,27.059999,44975,45174,37.200001,38.0,1490.8,1500.85,126.339996
26.59,26.9,44734,45097,37.049999,37.599998,1489.4,1494.45,125.739998
26.49,26.860001,44878,44928,37.099998,37.349998,1484.6,1493.15,125.620003
26.08,26.33,43728,43786,36.799999,37.200001,1473.1,1486.15,124.349998
26.82,26.83,43875,44281,37.049999,37.150002,1481.2,1481.65,125.790001
26.99,27.0,44065,44172,38.099998,38.799999,1491.25,1494.45,125.580002
26.76,27.120001,44140,44269,37.950001,38.700001,1484.65,1492.9,125.199997
26.469999,26.66,44076,44480,37.150002,38.0,1481.9,1487.85,124.830002
25.91,26.309999,44272,44399,36.950001,37.349998,1464.9,1482.4,123.389999
26.200001,27.52,44309,44427,38.400002,38.450001,1465.75,1469.6,124.379997
25.950001,26.26,44088,44121,37.799999,39.599998,1466.65,1471.85,123.989998
26.1,26.219999,43266,43381,38.200001,38.400002,1459.85,1469.65,123.870003
26.690001,26.790001,43492,43920,40.049999,40.049999,1467.3,1467.35,125.669998
26.76,26.889999,43628,43814,40.25,40.650002,1478.3,1482.25,126.18
26.780001,27.08,43472,43580,40.700001,41.049999,1477.45,1488.5,126.190002
26.969999,26.969999,43414,43847,40.099998,40.799999,1472.85,1477.3,125.959999
27.43,27.57,43555,43712,40.75,40.849998,1470.75,1477.65,125.989998
27.4,27.629999,43091,43317,41.950001,42.5,1470.35,1477.15,126.199997
27.129999,27.58,43070,43263,41.5,42.5,1468.55,1474.85,126.309998
26.99,27.0,42507,42667,40.900002,41.099998,1447.7,1458.3,124.959999
26.690001,27.040001,42111,42240,40.5,41.200001,1440.25,1451.9,124.68
26.66,26.98,42165,42341,40.5,41.099998,1428.9,1442.85,124.220001
26.07,26.35,41883,42080,39.25,40.25,1422.65,1428.95,122.879997
26.1,26.23,41780,41955,39.450001,39.700001,1421.85,1426.3,123.190002
25.620001,26.02,41812,41921,39.049999,39.75,1418.1,1423.55,122.739998
26.190001,26.24,41940,41985,39.650002,39.849998,1417.9,1427.6,123.349998
26.110001,26.33,41801,41933,40.349998,41.150002,1420.45,1425.4,123.32
26.459999,26.49,42050,42405,40.599998,41.349998,1425.05,1431.2,124.0
26.690001,26.74,42146,42255,40.650002,40.700001,1424.5,1428.45,123.860001
25.809999,26.200001,41515,41617,39.25,40.5,1412.75,1428.1,121.650002
25.780001,26.0,41430,41793,39.349998,39.450001,1412.9,1414.5,122.150002
24.879999,25.969999,41380,41485,37.5,39.849998,1403.7,1416.95,121.480003
25.07,25.1,41294,41315,37.599998,38.049999,1410.75,1412.5,122.059998
24.190001,24.92,41640,41804,36.75,38.099998,1399.65,1413.9,120.730003
24.559999,24.639999,41784,41951,36.349998,36.950001,1390.35,1400.35,120.870003
24.1,24.459999,41875,41956,36.650002,37.0,1382.3,1391.6,120.260002
24.27,24.33,41226,41270,36.549999,36.849998,1371.75,1383.95,119.470001
23.879999,24.200001,41011,41309,37.099998,37.400002,1371.85,1371.85,118.379997
23.91,24.040001,41213,41400,37.299999,38.349998,1364.15,1376.4,118.639999
24.0,24.25,41330,41479,37.099998,37.799999,1366.45,1370.9,118.830002
23.43,24.08,41204,41374,37.450001,38.450001,1349.7,1370.95,117.540001
23.129999,23.459999,40600,40934,35.950001,37.400002,1348.2,1352.35,117.779999
22.66,23.129999,39525,39626,34.400002,35.950001,1336.05,1353.75,117.089996
22.18,22.540001,38831,39573,33.299999,34.25,1328.65,1338.35,116.849998
22.540001,22.66,39110,39511,34.5,34.799999,1333.55,1348.35,117.599998
22.209999,22.59,38964,39265,34.700001,34.950001,1316.4,1341.55,117.050003
22.35,22.370001,38722,39230,34.150002,34.650002,1315.05,1318.6,117.389999
21.98,22.23,39000,39169,34.200001,35.0,1300.9,1320.45,117.059998
21.75,22.17,39036,39354,34.099998,34.700001,1304.5,1310.9,117.029999
21.360001,21.870001,38112,38516,33.349998,33.950001,1293.3,1312.4,116.209999
21.4,21.84,38146,38702,33.700001,33.849998,1282.95,1293.95,116.769997
20.629999,21.25,37211,37888,34.400002,35.049999,1225.7,1264.55,114.610001
21.16,21.23,37941,38488,34.400002,34.900002,1246.45,1249.55,116.029999
20.42,21.280001,38130,38363,33.849998,35.200001,1266.5,1268.9,116.360001
21.940001,22.16,38164,38217,34.049999,34.5,1276.55,1284.4,117.470001
21.219999,21.92,38350,38615,36.400002,37.849998,1265.7,1294.5,117.639999
20.77,21.610001,38270,38512,36.150002,37.150002,1263.1,1269.85,117.589996
21.120001,21.76,38280,38336,36.75,37.200001,1268.55,1275.75,118.519997
21.370001,21.75,38480,38767,36.849998,37.5,1265.7,1277.8,118.589996
21.360001,21.77,38610,38872,36.400002,37.799999,1255.85,1263.5,119.220001
20.690001,21.440001,38362,38399,34.75,36.5,1262.35,1264.45,118.989998
21.200001,21.23,38410,38533,35.0,35.5,1267.25,1274.75,119.800003
21.1,21.58,38540,38767,35.349998,36.150002,1282.1,1285.65,120.019997
20.440001,21.059999,38070,38209,34.150002,35.0,1266.1,1283.95,119.339996
20.559999,20.719999,37988,38016,33.150002,33.900002,1260.8,1270.45,118.519997
20.469999,20.639999,38014,38074,34.400002,34.700001,1250.9,1260.5,118.349998
20.110001,20.4,37935,38145,34.25,34.599998,1258.35,1262.8,118.059998
20.530001,20.540001,38106,38129,34.0,34.700001,1267.25,1272.75,118.099998
19.639999,20.530001,37968,38273,32.549999,34.200001,1258.25,1276.85,116.410004
18.200001,19.450001,36310,36574,30.1,32.25,1246.9,1261.0,115.190002
17.209999,17.790001,35123,35797,26.549999,26.85,1237.05,1246.85,112.660004
17.91,18.0,35290,35942,26.549999,27.799999,1230.75,1245.05,112.150002
17.209999,17.82,35340,35495,25.450001,27.049999,1225.5,1233.5,112.220001
16.59,17.34,33730,34412,24.75,24.75,1208.6,1225.45,109.790001
17.209999,17.690001000000006,33901,34271,25.700001,25.799999,1196.55,1213.55,109.879997
18.639999,18.690001,33491,34796,26.799999,27.0,1217.95,1219.65,112.970001
17.450001,18.32,34537,34745,26.35,27.85,1202.45,1221.1,110.459999
18.219999,18.549999,34287,34805,26.799999,26.85,1201.2,1211.8,112.040001
18.24,18.700001,34514,34695,28.200001,29.25,1199.65,1211.3,111.5
17.940001000000006,18.530001,34581,34707,28.5,29.1,1196.3,1206.8,111.669998
19.02,19.18,33938,36032,27.85,28.25,1213.7,1216.55,114.470001
19.389999,19.51,35520,35629,30.4,30.799999,1201.9,1214.45,114.050003
